user_id,age_range,gender,merchant_id,label,kind,item_id,category_id,brand_id,time_stamp,action_type
140175,0,0,3990,-1,train,825,662,5644,721,0
278415,3,1,4255,-1,train,866,1213,1573,710,0
201360,7,1,2692,-1,train,802,1075,6343,716,0
282000,4,1,1078,-1,train,826,737,8099,820,0
231825,0,0,3058,-1,train,809,308,8473,1111,0
231825,0,0,3058,-1,train,809,308,8473,1111,0
231825,0,0,3058,-1,train,809,308,8473,1111,0
231825,0,0,3058,-1,train,809,308,8473,1105,0
231825,0,0,3058,-1,train,809,308,8473,1105,0
208017,3,0,4255,-1,train,866,1213,1573,710,2
209553,3,1,4644,-1,train,876,267,8235,1022,0
221073,4,1,3677,-1,train,850,1397,5434,622,0
108690,3,0,682,-1,train,830,1147,390,528,0
383634,5,0,3918,-1,train,815,420,2337,702,0
255378,0,0,4818,-1,train,954,407,7606,526,0
67986,4,1,1407,0,train,958,1098,2833,1111,0
213138,3,0,1078,-1,train,826,737,8099,716,0
258963,3,0,2692,-1,train,802,1075,6343,805,0
258963,3,0,2692,-1,train,802,1075,6343,805,0
181140,2,0,2116,-1,train,867,656,7334,1031,0
6804,2,1,2692,-1,train,802,1075,6343,721,0
145812,5,0,1728,-1,train,852,500,5043,816,0
218772,5,0,1393,-1,train,862,1389,4705,1111,0
306069,3,0,1393,0,train,862,1389,4705,1111,0
306069,3,0,1393,0,train,862,1389,4705,1101,0
277653,3,0,1078,-1,train,826,737,8099,814,0
162453,4,0,2692,-1,train,802,1075,6343,720,0
293781,5,1,4255,-1,train,866,1213,1573,710,0
293781,5,1,4255,-1,train,866,1213,1573,710,0
293781,5,1,4255,-1,train,866,1213,1573,716,0
293781,5,1,4255,-1,train,866,1213,1573,716,0
293781,5,1,4255,-1,train,866,1213,1573,713,0
118422,0,0,2170,-1,train,945,639,4192,1008,0
1686,0,0,3990,-1,train,825,662,5644,902,0
229527,3,1,1407,0,train,958,1098,2833,1111,0
229527,3,1,1407,0,train,958,1098,2833,1111,0
379287,4,1,983,-1,train,891,898,5508,725,0
94359,5,2,3990,-1,train,825,662,5644,810,0
367512,3,1,4255,-1,train,866,1213,1573,1031,0
367512,3,1,4255,-1,train,866,1213,1573,1020,0
367512,3,1,4255,-1,train,866,1213,1573,1020,3
367512,3,1,4255,-1,train,866,1213,1573,1020,0
105624,4,2,983,-1,train,891,898,5508,613,0
140184,0,1,1259,-1,train,875,834,4474,811,0
356760,0,0,1393,-1,train,862,1389,4705,831,0
247449,5,0,3990,-1,train,825,662,5644,823,0
48282,4,1,4255,-1,train,866,1213,1573,915,0
181146,3,1,4644,-1,train,876,267,8235,1111,0
248730,4,0,4255,-1,train,866,1213,1573,806,0
323994,6,0,3990,-1,train,825,662,5644,811,0
323994,6,0,3990,-1,train,825,662,5644,811,0
323994,6,0,3990,-1,train,825,662,5644,811,3
350106,4,0,1393,-1,train,862,1389,4705,805,0
327579,0,0,202,-1,train,870,662,7614,730,0
133275,3,0,4818,-1,train,954,407,7606,524,0
344475,4,1,4255,-1,train,866,1213,1573,813,2
301980,4,0,3677,-1,train,850,1397,5434,529,0
262044,2,1,1078,-1,train,826,737,8099,926,0
283548,6,1,4255,-1,train,866,1213,1573,712,0
283548,6,1,4255,-1,train,866,1213,1573,712,0
283548,6,1,4255,-1,train,866,1213,1573,712,0
283548,6,1,4255,-1,train,866,1213,1573,712,2
283548,6,1,4255,-1,train,866,1213,1573,712,0
283548,6,1,4255,-1,train,866,1213,1573,712,0
283548,6,1,4255,-1,train,866,1213,1573,712,0
39069,5,0,1078,-1,train,826,737,8099,615,3
39069,5,0,1078,-1,train,826,737,8099,616,0
205725,0,0,471,-1,train,821,389,3431,1103,0
413853,0,0,3462,-1,train,916,563,2997,807,0
296862,2,0,2116,-1,train,867,656,7334,1106,0
243102,6,0,4525,-1,train,951,266,4778,804,0
40095,0,1,1110,-1,train,857,1112,2187,609,0
325791,3,0,3990,-1,train,825,662,5644,722,0
197535,6,0,2675,-1,train,824,351,7947,727,0
61344,3,1,4255,-1,train,866,1213,1573,813,0
392352,0,0,4818,-1,train,954,407,7606,909,0
392352,0,0,4818,-1,train,954,407,7606,909,0
392352,0,0,4818,-1,train,954,407,7606,908,0
392352,0,0,4818,-1,train,954,407,7606,908,2
326817,2,1,4644,-1,train,876,267,8235,1110,0
326817,2,1,4644,-1,train,876,267,8235,1110,0
326817,2,1,4644,-1,train,876,267,8235,1110,0
326817,2,1,4644,-1,train,876,267,8235,1110,0
326817,2,1,4644,-1,train,876,267,8235,1110,0
326817,2,1,4644,-1,train,876,267,8235,1110,0
326817,2,1,4644,-1,train,876,267,8235,1110,0
395682,5,0,4255,-1,train,866,1213,1573,828,3
4770,6,0,1907,-1,train,897,1181,1686,1027,0
19362,0,0,202,-1,train,870,662,7614,710,0
323235,6,0,2692,-1,train,802,1075,6343,813,0
330147,3,0,4255,-1,train,866,1213,1573,826,0
161187,5,1,232,-1,train,853,1238,7479,1111,0
161187,5,1,232,-1,train,853,1238,7479,1111,0
161187,5,1,232,-1,train,853,1238,7479,1030,0
168612,3,0,202,-1,train,870,662,7614,715,0
301476,4,0,4255,-1,train,866,1213,1573,1019,0
53412,4,0,173,-1,train,880,833,4509,711,0
53412,4,0,173,-1,train,880,833,4509,728,0
224676,6,0,4818,-1,train,954,407,7606,718,0
165285,7,0,4255,-1,train,866,1213,1573,814,0
165285,7,0,4255,-1,train,866,1213,1573,814,0
165285,7,0,4255,-1,train,866,1213,1573,814,0
165285,7,0,4255,-1,train,866,1213,1573,814,2
51621,3,0,202,-1,train,870,662,7614,717,0
51621,3,0,2108,-1,train,934,1438,1793,619,0
56229,6,0,3990,-1,train,825,662,5644,830,0
234918,3,1,4255,-1,train,866,1213,1573,723,0
307878,0,1,1393,0,train,862,1389,4705,1111,2
307878,0,1,1393,0,train,862,1389,4705,1111,0
22182,3,2,983,-1,train,891,898,5508,617,0
66471,0,0,3990,-1,train,825,662,5644,819,3
66471,0,0,3990,-1,train,825,662,5644,819,0
11943,0,0,202,-1,train,870,662,7614,827,0
11943,0,0,202,-1,train,870,662,7614,827,3
11943,0,0,202,-1,train,870,662,7614,902,0
11943,0,0,202,-1,train,870,662,7614,805,0
11943,0,0,1078,-1,train,826,737,8099,618,0
269481,5,0,2212,-1,train,931,1505,4821,1111,0
11433,0,0,4255,-1,train,866,1213,1573,712,0
11433,0,0,4255,-1,train,866,1213,1573,713,0
11433,0,0,4255,-1,train,866,1213,1573,713,2
11433,0,0,4255,-1,train,866,1213,1573,713,0
11433,0,0,4255,-1,train,866,1213,1573,713,0
87465,4,0,4644,-1,train,876,267,8235,1111,2
354729,0,0,2116,-1,train,867,656,7334,1103,0
150186,6,0,2692,-1,train,802,1075,6343,828,0
286890,6,0,3990,-1,train,825,662,5644,819,0
91818,3,0,983,-1,train,891,898,5508,617,0
91818,3,0,983,-1,train,891,898,5508,617,0
394668,4,0,983,-1,train,891,898,5508,617,3
394668,4,0,983,-1,train,891,898,5508,617,2
36525,4,0,4255,-1,train,866,1213,1573,814,0
36525,4,0,4255,-1,train,866,1213,1573,813,0
36525,4,0,4255,-1,train,866,1213,1573,813,0
36525,4,0,4255,-1,train,866,1213,1573,813,2
36525,4,0,4255,-1,train,866,1213,1573,813,2
29613,2,1,4255,-1,train,866,1213,1573,813,2
29613,2,1,4255,-1,train,866,1213,1573,813,0
29613,2,1,4255,-1,train,866,1213,1573,813,0
29613,2,1,4255,-1,train,866,1213,1573,813,0
29613,2,1,4255,-1,train,866,1213,1573,813,0
29613,2,1,4255,-1,train,866,1213,1573,813,2
97197,3,1,1407,-1,train,958,1098,2833,913,0
97197,3,1,1407,-1,train,958,1098,2833,913,3
97197,3,1,1407,-1,train,958,1098,2833,913,0
97197,3,1,1407,-1,train,958,1098,2833,913,0
362670,2,0,1393,-1,train,862,1389,4705,1111,0
102318,3,0,4255,-1,train,866,1213,1573,710,0
282798,2,0,1393,-1,train,862,1389,4705,1111,0
420783,4,1,4255,-1,train,866,1213,1573,803,0
228015,2,0,173,-1,train,880,833,4509,628,0
323760,0,0,1110,-1,train,857,1112,2187,822,0
323760,0,0,1110,-1,train,857,1112,2187,821,3
323760,0,0,1110,-1,train,857,1112,2187,821,0
271536,5,0,4255,-1,train,866,1213,1573,710,2
156336,3,0,1078,-1,train,826,737,8099,717,3
304305,6,0,3848,-1,train,943,1505,4452,1011,0
370353,5,1,1393,-1,train,862,1389,4705,830,0
404145,2,1,4255,-1,train,866,1213,1573,822,2
404145,2,1,4255,-1,train,866,1213,1573,822,2
404145,2,1,4255,-1,train,866,1213,1573,822,2
404145,2,1,4255,-1,train,866,1213,1573,822,2
306354,3,1,1393,-1,train,862,1389,4705,815,0
392370,3,1,4818,-1,train,954,407,7606,703,0
392370,3,1,4818,-1,train,954,407,7606,703,0
261810,3,0,173,-1,train,880,833,4509,812,0
77490,6,0,4255,-1,train,866,1213,1573,710,0
77490,6,0,4255,-1,train,866,1213,1573,710,0
77490,6,0,4255,-1,train,866,1213,1573,710,0
278706,2,0,4459,-1,train,920,1213,6441,521,0
211635,3,1,3058,-1,train,809,308,8473,1104,0
314037,6,0,4344,-1,train,856,302,7769,1030,0
135093,2,1,3462,-1,train,916,563,2997,903,2
135093,2,1,3462,-1,train,916,563,2997,903,0
142005,3,1,893,-1,train,813,1023,7224,1031,0
143541,3,0,4255,-1,train,866,1213,1573,712,2
143541,3,0,4255,-1,train,866,1213,1573,712,0
143541,3,0,4255,-1,train,866,1213,1573,712,0
143541,3,0,4255,-1,train,866,1213,1573,718,0
38838,0,0,4255,-1,train,866,1213,1573,810,0
174006,3,0,4255,-1,train,866,1213,1573,813,2
403638,5,1,4255,-1,train,866,1213,1573,710,0
150198,3,0,1078,-1,train,826,737,8099,803,0
419766,3,0,3877,-1,train,949,1238,3213,722,0
146103,5,1,983,-1,train,891,898,5508,617,2
295608,3,1,4255,-1,train,866,1213,1573,902,0
59832,0,0,3990,-1,train,825,662,5644,804,0
135096,3,0,1110,-1,train,857,1112,2187,527,0
15288,4,0,2217,-1,train,919,1467,3012,831,0
19128,6,0,173,-1,train,880,833,4509,625,0
19128,6,0,173,-1,train,880,833,4509,625,0
19128,6,0,173,-1,train,880,833,4509,625,0
19128,6,0,173,-1,train,880,833,4509,625,0
19128,6,0,173,-1,train,880,833,4509,625,0
289464,3,0,471,-1,train,821,389,3431,1022,0
378297,4,0,3491,-1,train,860,1238,3969,530,0
93369,3,0,3462,-1,train,916,563,2997,801,0
31929,6,0,4255,-1,train,866,1213,1573,713,0
31929,6,0,4255,-1,train,866,1213,1573,713,0
31929,6,0,4255,-1,train,866,1213,1573,713,2
31929,6,0,4255,-1,train,866,1213,1573,713,0
31929,6,0,4255,-1,train,866,1213,1573,713,0
31929,6,0,4255,-1,train,866,1213,1573,713,0
37818,4,1,1407,0,train,958,1098,2833,1111,0
37818,4,1,1407,0,train,958,1098,2833,1111,0
37818,4,1,1407,0,train,958,1098,2833,1110,0
386490,3,1,4255,-1,train,866,1213,1573,813,0
386490,3,1,4255,-1,train,866,1213,1573,813,2
103611,6,0,3462,-1,train,916,563,2997,904,0
103611,6,0,3462,-1,train,916,563,2997,904,2
103611,6,0,3462,-1,train,916,563,2997,904,0
103611,6,0,3462,-1,train,916,563,2997,904,0
307899,0,1,4255,-1,train,866,1213,1573,813,0
307899,0,1,4255,-1,train,866,1213,1573,813,0
307899,0,1,4255,-1,train,866,1213,1573,813,0
307899,0,1,4255,-1,train,866,1213,1573,813,0
307899,0,1,4255,-1,train,866,1213,1573,813,0
307899,0,1,4255,-1,train,866,1213,1573,813,2
178875,6,1,1110,-1,train,857,1112,2187,923,0
320187,3,0,4255,-1,train,866,1213,1573,710,0
320187,3,0,4255,-1,train,866,1213,1573,710,0
320187,3,0,4255,-1,train,866,1213,1573,710,0
320187,3,0,4255,-1,train,866,1213,1573,710,2
699,6,0,3491,-1,train,860,1238,3969,602,0
80571,5,1,4064,-1,train,822,407,3424,528,0
286395,2,2,2692,-1,train,802,1075,6343,718,0
286395,2,2,2692,-1,train,802,1075,6343,718,0
299964,5,0,3677,-1,train,850,1397,5434,630,0
391356,6,0,173,-1,train,880,833,4509,704,0
78012,0,0,4255,-1,train,866,1213,1573,1030,0
78012,0,0,4255,-1,train,866,1213,1573,1030,0
78012,0,0,4255,-1,train,866,1213,1573,1030,2
82620,2,2,2692,-1,train,802,1075,6343,710,0
302781,3,1,4818,-1,train,954,407,7606,602,0
237501,0,1,2993,-1,train,889,1591,5762,928,0
237501,0,1,2993,-1,train,889,1591,5762,927,0
237501,0,1,2993,-1,train,889,1591,5762,927,0
404925,4,0,318,-1,train,812,177,4275,514,2
419517,3,0,1078,-1,train,826,737,8099,708,0
419517,3,0,1078,-1,train,826,737,8099,710,0
188862,8,0,1393,-1,train,862,1389,4705,1106,0
144831,3,0,1393,-1,train,862,1389,4705,918,0
163263,6,0,1393,-1,train,862,1389,4705,1109,0
373440,0,0,2116,-1,train,867,656,7334,1111,0
375744,4,1,4255,-1,train,866,1213,1573,713,2
375744,4,1,4255,-1,train,866,1213,1573,713,0
101313,4,1,2116,-1,train,867,656,7334,1111,0
36033,5,0,4255,-1,train,866,1213,1573,814,0
79809,4,1,4255,-1,train,866,1213,1573,813,0
28353,5,2,4255,-1,train,866,1213,1573,710,0
28353,5,2,4255,-1,train,866,1213,1573,710,0
28353,5,2,4255,-1,train,866,1213,1573,710,2
28353,5,2,4255,-1,train,866,1213,1573,710,0
28353,5,2,4255,-1,train,866,1213,1573,710,0
28353,5,2,4255,-1,train,866,1213,1573,710,0
28353,5,2,4255,-1,train,866,1213,1573,710,0
28353,5,2,4255,-1,train,866,1213,1573,710,0
68034,0,0,2116,-1,train,867,656,7334,1108,0
211650,2,0,2692,-1,train,802,1075,6343,729,0
295107,4,2,4255,-1,train,866,1213,1573,814,2
169923,3,0,1110,-1,train,857,1112,2187,1011,0
169923,3,0,1110,-1,train,857,1112,2187,1011,3
169923,3,0,1110,-1,train,857,1112,2187,1011,0
139971,2,1,3462,-1,train,916,563,2997,711,3
97731,6,0,1078,-1,train,826,737,8099,719,0
41412,3,2,461,-1,train,909,662,1859,919,0
238788,2,1,4255,-1,train,866,1213,1573,810,2
238788,2,1,4255,-1,train,866,1213,1573,810,3
238788,2,1,4255,-1,train,866,1213,1573,810,0
238788,2,1,4255,-1,train,866,1213,1573,810,2
238788,2,1,4255,-1,train,866,1213,1573,813,0
56004,6,0,2099,0,train,859,555,4264,1111,0
161220,0,0,3990,-1,train,825,662,5644,918,0
173253,4,0,4571,0,train,801,180,4290,1110,0
181701,3,1,67,-1,train,874,614,7533,521,0
203205,6,1,1078,-1,train,826,737,8099,812,0
203205,6,1,1078,-1,train,826,737,8099,813,2
203205,6,1,1078,-1,train,826,737,8099,813,0
203205,6,1,1078,-1,train,826,737,8099,813,0
203205,6,1,1078,-1,train,826,737,8099,813,0
77253,5,0,111,-1,train,950,120,5659,608,0
293829,4,0,4525,-1,train,951,266,4778,710,0
232134,3,0,4255,-1,train,866,1213,1573,710,0
136902,3,1,3462,-1,train,916,563,2997,709,2
136902,3,1,3462,-1,train,916,563,2997,709,3
96966,3,1,4818,-1,train,954,407,7606,707,2
96966,3,1,4818,-1,train,954,407,7606,707,0
96966,3,1,4818,-1,train,954,407,7606,707,0
293574,6,0,4255,-1,train,866,1213,1573,814,0
293574,6,0,4255,-1,train,866,1213,1573,814,0
293574,6,0,4255,-1,train,866,1213,1573,814,0
293574,6,0,4255,-1,train,866,1213,1573,814,0
293574,6,0,4255,-1,train,866,1213,1573,814,2
293574,6,0,4255,-1,train,866,1213,1573,1102,0
367815,3,0,3990,-1,train,825,662,5644,813,0
40647,0,1,4255,-1,train,866,1213,1573,815,0
40647,0,1,4255,-1,train,866,1213,1573,815,0
40647,0,1,4255,-1,train,866,1213,1573,815,2
40647,0,1,4255,-1,train,866,1213,1573,815,2
40647,0,1,4255,-1,train,866,1213,1573,815,2
40647,0,1,4255,-1,train,866,1213,1573,815,2
40647,0,1,4255,-1,train,866,1213,1573,815,0
40647,0,1,4255,-1,train,866,1213,1573,815,0
16071,3,0,1078,-1,train,826,737,8099,622,0
299208,3,1,4255,-1,train,866,1213,1573,813,2
315336,7,1,4255,-1,train,866,1213,1573,813,0
86472,0,1,983,-1,train,891,898,5508,712,0
259017,4,1,983,-1,train,891,898,5508,616,0
90825,4,0,3990,-1,train,825,662,5644,824,0
247242,4,1,3462,-1,train,916,563,2997,706,0
339402,3,1,1393,0,train,862,1389,4705,828,0
339402,3,1,1393,0,train,862,1389,4705,1029,0
339402,3,1,1393,0,train,862,1389,4705,813,0
91338,6,0,1110,-1,train,857,1112,2187,605,0
209355,0,2,4644,-1,train,876,267,8235,1111,0
209355,0,2,4644,-1,train,876,267,8235,1111,2
180684,2,0,4255,-1,train,866,1213,1573,830,0
180684,2,0,4255,-1,train,866,1213,1573,830,0
197580,0,0,4509,-1,train,806,662,4365,830,0
214476,3,1,4255,-1,train,866,1213,1573,712,2
18636,3,0,4255,-1,train,866,1213,1573,807,0
85452,4,0,3042,0,train,910,1401,1579,805,0
7629,0,0,3990,-1,train,825,662,5644,901,0
148941,0,0,4255,-1,train,866,1213,1573,818,0
148941,0,0,4255,-1,train,866,1213,1573,818,0
148941,0,0,4255,-1,train,866,1213,1573,818,0
148941,0,0,4255,-1,train,866,1213,1573,822,0
148941,0,0,4255,-1,train,866,1213,1573,818,2
220365,3,0,173,-1,train,880,833,4509,525,0
298446,0,0,983,-1,train,891,898,5508,714,3
155598,5,0,4255,-1,train,866,1213,1573,710,2
155598,5,0,4255,-1,train,866,1213,1573,710,0
155598,5,0,4255,-1,train,866,1213,1573,711,0
155598,5,0,4255,-1,train,866,1213,1573,711,0
318927,6,1,2692,-1,train,802,1075,6343,725,0
387279,6,0,4255,-1,train,866,1213,1573,813,0
387279,6,0,4255,-1,train,866,1213,1573,817,2
387279,6,0,4255,-1,train,866,1213,1573,817,0
387279,6,0,4255,-1,train,866,1213,1573,817,0
321999,2,0,1110,-1,train,857,1112,2187,729,0
196047,3,1,1393,0,train,862,1389,4705,1111,2
196047,3,1,1393,0,train,862,1389,4705,1111,0
196047,3,1,1393,0,train,862,1389,4705,1111,0
333519,3,0,3462,-1,train,916,563,2997,706,0
333519,3,0,3462,-1,train,916,563,2997,706,2
27087,3,1,3462,-1,train,916,563,2997,903,0
104400,4,0,2170,-1,train,945,639,4192,1111,0
251856,4,0,390,-1,train,913,1656,6156,929,0
125136,0,0,4255,-1,train,866,1213,1573,1111,0
152016,6,1,4255,-1,train,866,1213,1573,813,0
152016,6,1,4255,-1,train,866,1213,1573,711,0
27600,0,0,1110,-1,train,857,1112,2187,626,0
239313,3,1,3462,-1,train,916,563,2997,1003,0
239313,3,1,3462,-1,train,916,563,2997,1003,2
239313,3,1,3462,-1,train,916,563,2997,1003,0
239313,3,1,3462,-1,train,916,563,2997,1003,0
311505,6,0,974,-1,train,953,1505,3738,912,0
120273,6,0,1324,-1,train,956,302,2384,524,0
324306,4,2,4255,-1,train,866,1213,1573,819,0
324306,4,2,4255,-1,train,866,1213,1573,817,2
324306,4,2,4255,-1,train,866,1213,1573,817,0
324306,4,2,4255,-1,train,866,1213,1573,817,0
324306,4,2,4255,-1,train,866,1213,1573,817,0
69330,4,0,4255,-1,train,866,1213,1573,711,2
69330,4,0,4255,-1,train,866,1213,1573,711,0
69330,4,0,4255,-1,train,866,1213,1573,730,0
69330,4,0,4255,-1,train,866,1213,1573,813,0
69330,4,0,4255,-1,train,866,1213,1573,813,0
69330,4,0,4255,-1,train,866,1213,1573,908,0
69330,4,0,4255,-1,train,866,1213,1573,813,2
69330,4,0,4255,-1,train,866,1213,1573,718,0
69330,4,0,4255,-1,train,866,1213,1573,814,0
69330,4,0,4255,-1,train,866,1213,1573,715,0
69330,4,0,4255,-1,train,866,1213,1573,817,0
69330,4,0,4255,-1,train,866,1213,1573,905,0
69330,4,0,4255,-1,train,866,1213,1573,816,0
69330,4,0,4255,-1,train,866,1213,1573,828,0
206034,3,1,1110,-1,train,857,1112,2187,829,3
409299,4,1,4459,-1,train,920,1213,6441,1111,0
282579,0,1,1407,0,train,958,1098,2833,1031,0
107988,2,0,1078,-1,train,826,737,8099,821,0
263124,3,1,4255,-1,train,866,1213,1573,711,2
355284,3,1,1393,-1,train,862,1389,4705,1007,0
374229,7,1,2476,-1,train,829,1188,3205,1111,0
374229,7,1,2476,-1,train,829,1188,3205,1111,0
374229,7,1,2476,-1,train,829,1188,3205,1111,0
191445,4,0,1393,-1,train,862,1389,4705,1005,0
351189,4,1,1407,1,train,958,1098,2833,1111,0
101334,0,0,2116,-1,train,867,656,7334,1111,2
101334,0,0,2116,-1,train,867,656,7334,1111,0
101334,0,0,2116,-1,train,867,656,7334,1111,0
101334,0,0,2116,-1,train,867,656,7334,1111,0
101334,0,0,2116,-1,train,867,656,7334,1111,0
49110,3,2,4255,-1,train,866,1213,1573,723,0
116694,3,0,202,-1,train,870,662,7614,821,0
260310,3,0,232,-1,train,853,1238,7479,1029,0
271062,4,1,1407,-1,train,958,1098,2833,819,0
389847,6,0,4255,-1,train,866,1213,1573,712,0
389847,6,0,4255,-1,train,866,1213,1573,712,0
389847,6,0,4255,-1,train,866,1213,1573,712,2
389847,6,0,4255,-1,train,866,1213,1573,712,0
389847,6,0,4255,-1,train,866,1213,1573,712,0
389847,6,0,4255,-1,train,866,1213,1573,712,0
389847,6,0,4255,-1,train,866,1213,1573,712,0
389847,6,0,4255,-1,train,866,1213,1573,712,0
389847,6,0,4255,-1,train,866,1213,1573,712,0
406743,3,1,3462,-1,train,916,563,2997,706,0
219351,4,0,4255,-1,train,866,1213,1573,902,0
90327,3,0,1110,-1,train,857,1112,2187,730,0
355287,0,1,3058,-1,train,809,308,8473,1111,2
355287,0,1,3058,-1,train,809,308,8473,1111,0
355287,0,1,3058,-1,train,809,308,8473,1110,0
355287,0,1,3058,-1,train,809,308,8473,1110,0
355287,0,1,3058,-1,train,809,308,8473,1109,0
388824,2,1,3462,-1,train,916,563,2997,706,2
325848,6,0,202,-1,train,870,662,7614,804,0
260568,0,0,471,-1,train,821,389,3431,1104,0
